brand,client,record_date,dates,quantity,rate,subtotal,boundary
WINSHIP,Capital Hilton,2026-05-25,2026-05-08; 2026-05-15; 2026-05-22; 2026-05-29,4,$400/show,"$1,600",local artifact only; no send or submit
